Course,Professor,Slot type,Student's class,Student's type,Visit duration (in minutes),Date (of the appointment/visit),Status (of the appointment/visit),
MATH 109,Shane Goodwin,DropIn,Freshman,OnCampus,126.89,11/5/2021 11:08,Attended,
MATH 101,Elizabeth Crisp,DropIn,Freshman,OnCampus,154.9,11/5/2021 11:07,Attended,
MATH 100B,Alisha Oldroyd,DropIn,Sophomore,OnCampus,60,11/5/2021 11:04,Check In,
MATH 109,Michal Ramos,DropIn,Freshman,OnCampus,22.52,11/5/2021 11:04,Attended,
MATH 100B,Rachel Hurst,DropIn,Freshman,OnCampus,8.67,11/5/2021 10:59,Attended,
MATH 341,John Sinkovic,DropIn,Junior,OnCampus,102.14,11/5/2021 10:34,Attended,
MATH 108X,Elaine Wagner,DropIn,Freshman,OnCampus,118.09,11/5/2021 10:23,Attended,
MATH 100B,Rachel Hurst,DropIn,Freshman,OnCampus,24.33,11/5/2021 10:21,Attended,
MATH 100B,Alisha Oldroyd,DropIn,Freshman,OnCampus,60,11/5/2021 10:14,Check In,
MATH 100B,Alisha Oldroyd,DropIn,Freshman,OnCampus,60,11/5/2021 10:14,Check In,
MATH 221A,David Stohel,DropIn,Junior,OnCampus,108.32,11/5/2021 10:10,Attended,
MATH 221B,Brett Amidan,DropIn,Senior,OnCampus,84.89,11/5/2021 10:10,Attended,
MATH 221A,David Stohel,DropIn,Sophomore,OnCampus,60,11/5/2021 10:09,Attended,
MATH 112X,Greg Cameron,DropIn,Sophomore,OnCampus,104.33,11/5/2021 10:04,Attended,
MATH 100B,Alisha Oldroyd,DropIn,Freshman,OnCampus,63.3,11/5/2021 9:56,Attended,
MATH 109,David Stohel,DropIn,Freshman,OnCampus,60,11/5/2021 9:45,Check In,
MATH 221C,Garrett Saunders,DropIn,Sophomore,OnCampus,26.5,11/5/2021 9:33,Attended,
MATH 110X,Heidi Turner,DropIn,Junior,OnCampus,60,11/4/2021 20:31,Attended,
MATH 221B,Ryan Cromar,DropIn,Sophomore,OnCampus,60,11/4/2021 20:30,Attended,
MATH 108X,Ryan Warr,DropIn,Freshman,OnCampus,30.94,11/4/2021 20:27,Attended,
MATH 100B,Carol Ashcraft,DropIn,Freshman,OnCampus,60,11/4/2021 20:05,Check In,
MATH 221A,David Stohel,DropIn,Freshman,OnCampus,53.44,11/4/2021 20:02,Attended,
MATH 221C,Garrett Saunders,DropIn,Senior,OnCampus,60,11/4/2021 20:02,Check In,
MATH 100B,Rich Llewellyn,DropIn,Freshman,OnCampus,59.21,11/4/2021 19:55,Attended,
MATH 101,Stephan O'Shaughnessy,DropIn,Freshman,OnCampus,14.32,11/4/2021 19:55,Attended,
MATH 109,Susan Orme,DropIn,Freshman,OnCampus,60,11/4/2021 19:12,Check In,
MATH 109,Rik Dummar,DropIn,Junior,OnCampus,58.45,11/4/2021 19:07,Attended,
MATH 112X,Katrina Johnson,DropIn,Freshman,OnCampus,114.58,11/4/2021 18:55,Attended,
MATH 221B,Ryan Cromar,DropIn,Junior,OnCampus,60,11/4/2021 18:47,Check In,
MATH 221B,Brent Morring,DropIn,Freshman,OnCampus,60,11/4/2021 18:24,Check In,
MATH 221B,Brent Morring,DropIn,Freshman,OnCampus,60,11/4/2021 18:24,Check In,
MATH 221B,Ryan Cromar,DropIn,Sophomore,OnCampus,66.78,11/4/2021 18:22,Attended,
MATH 221C,Garrett Saunders,DropIn,Sophomore,OnCampus,60,11/4/2021 18:17,Check In,
MATH 112X,Katrina Johnson,DropIn,Sophomore,OnCampus,60,11/4/2021 17:40,Attended,
MATH 108X,Ryan Warr,DropIn,Sophomore,OnCampus,86.54,11/4/2021 17:40,Attended,
,,DropIn,Sophomore,OnCampus,0.14,11/4/2021 17:35,Attended,
MATH 221A,Marcus Gho,DropIn,Freshman,OnCampus,62.87,11/4/2021 17:15,Attended,
MATH 215,Troy Goodsell,DropIn,Sophomore,OnCampus,60,11/4/2021 17:12,Check In,
MATH 100B,Carol Ashcraft,DropIn,Freshman,OnCampus,49.53,11/4/2021 17:09,Attended,
MATH 221A,Ryan Warr,DropIn,Junior,OnCampus,60,11/4/2021 16:45,Attended,
MATH 215,Greg Cameron,DropIn,Junior,OnCampus,109.61,11/4/2021 16:40,Attended,
MATH 221A,Emily Walsh,DropIn,Sophomore,OnCampus,41.65,11/4/2021 16:37,Attended,
MATH 112X,Elaine Wagner,DropIn,Junior,OnCampus,69.49,11/4/2021 16:30,Attended,
MATH 108X,Matt Webb,DropIn,Freshman,OnCampus,3.37,11/4/2021 16:22,Attended,
MATH 112X,Elaine Wagner,DropIn,Sophomore,OnCampus,184.25,11/4/2021 16:17,Attended,
MATH 221B,Brett Amidan,DropIn,Sophomore,OnCampus,21.53,11/4/2021 16:11,Attended,
MATH 101,Elizabeth Crisp,DropIn,Senior,OnCampus,48.83,11/4/2021 16:05,Attended,
MATH 109,Shane Goodwin,DropIn,Freshman,OnCampus,60,11/4/2021 16:02,Check In,
MATH 221B,Brett Amidan,DropIn,Junior,OnCampus,113.1,11/4/2021 15:56,Attended,
MATH 112X,Katrina Johnson,DropIn,Sophomore,OnCampus,111.09,11/4/2021 15:41,Attended,
MATH 108X,Elaine Wagner,DropIn,Freshman,OnCampus,60,11/4/2021 15:41,Check In,
MATH 221A,Lawrence Chilton,DropIn,Senior,OnCampus,60,11/4/2021 15:39,Attended,
MATH 112X,Katrina Johnson,DropIn,Sophomore,OnCampus,309.46,11/4/2021 15:35,Attended,
MATH 113,Heidi Turner,DropIn,Sophomore,OnCampus,60,11/4/2021 15:32,Attended,
MATH 112X,Tim Goodwill,DropIn,Sophomore,OnCampus,171.56,11/4/2021 15:27,Attended,
MATH 112X,Matthew Lewis,DropIn,Sophomore,OnCampus,60,11/4/2021 15:27,Attended,
MATH 221C,Garrett Saunders,DropIn,Sophomore,OnCampus,121.1,11/4/2021 15:14,Attended,
MATH 108X,Carrie Garner,DropIn,Freshman,OnCampus,103.19,11/4/2021 15:14,Attended,
MATH 108X,Carrie Garner,DropIn,Freshman,OnCampus,0.08,11/4/2021 15:14,Attended,
MATH 101,Stephan O'Shaughnessy,DropIn,Freshman,OnCampus,60,11/4/2021 15:12,Check In,
MATH 112X,Greg Cameron,DropIn,Sophomore,OnCampus,60,11/4/2021 15:12,Check In,
MATH 221C,Garrett Saunders,DropIn,Freshman,OnCampus,58.37,11/4/2021 15:11,Attended,
MATH 221A,David Stohel,DropIn,Sophomore,OnCampus,70.23,11/4/2021 15:07,Attended,
MATH 108X,Elaine Wagner,DropIn,Sophomore,OnCampus,60.79,11/4/2021 15:06,Attended,
MATH 110X,Richard Pieper,DropIn,Junior,OnCampus,104.93,11/4/2021 15:02,Attended,
MATH 100B,Alisa VanOrden,DropIn,Sophomore,OnCampus,5.41,11/4/2021 15:01,Attended,
MATH 221A,Marcus Gho,DropIn,Freshman,OnCampus,81.77,11/4/2021 14:55,Attended,
MATH 221C,Garrett Saunders,DropIn,Senior,OnCampus,60,11/4/2021 14:47,Attended,
MATH 108X,Elaine Wagner,DropIn,Freshman,OnCampus,56.77,11/4/2021 14:44,Attended,
AGRON425,Ross Spackman,DropIn,Junior,OnCampus,9.43,11/4/2021 14:43,Attended,
MATH 108X,Sahar Qumsiyeh,DropIn,Freshman,OnCampus,0.38,11/4/2021 14:32,Attended,
MATH 108X,John Sinkovic,DropIn,Freshman,OnCampus,261.67,11/4/2021 14:24,Attended,
MATH 100B,Rachel Hurst,DropIn,Freshman,OnCampus,17.28,11/4/2021 14:23,Attended,
MATH 112X,Katrina Johnson,DropIn,Freshman,OnCampus,46.77,11/4/2021 14:12,Attended,
MATH 108X,Curtis Nelson,DropIn,Sophomore,OnCampus,78.88,11/4/2021 14:11,Attended,
MATH 110X,Richard Pieper,DropIn,Freshman,OnCampus,50.3,11/4/2021 14:11,Attended,
MATH 108X,Kent Bessey,DropIn,Freshman,OnCampus,60,11/4/2021 14:05,Attended,
MATH 108X,Sandra Balmforth,DropIn,Freshman,OnCampus,97.19,11/4/2021 13:58,Attended,
MATH 108X,Kent Bessey,DropIn,Freshman,OnCampus,97.42,11/4/2021 13:58,Attended,
MATH 221A,Steven Zollinger,DropIn,Junior,OnCampus,60,11/4/2021 13:53,Attended,
MATH 101,Elizabeth Crisp,DropIn,Freshman,OnCampus,11.22,11/4/2021 13:37,Attended,
MATH 112X,Elaine Wagner,DropIn,Senior,OnCampus,297.76,11/4/2021 13:33,Attended,
MATH 101,Elizabeth Crisp,DropIn,Freshman,OnCampus,13.43,11/4/2021 13:23,Attended,
MATH 109,Susan Orme,DropIn,Junior,OnCampus,110.32,11/4/2021 13:09,Attended,
MATH 100B,Rich Llewellyn,DropIn,Freshman,OnCampus,64.85,11/4/2021 13:02,Attended,
MATH 101,Elizabeth Crisp,DropIn,Freshman,OnCampus,60,11/4/2021 13:01,Check In,
MATH 221A,Emily Walsh,DropIn,Freshman,OnCampus,0.16,11/4/2021 12:39,Attended,
MATH 100B,Rich Llewellyn,DropIn,Freshman,OnCampus,96.92,11/4/2021 12:37,Attended,
MATH 221A,Marcus Gho,DropIn,Freshman,OnCampus,56.4,11/4/2021 12:30,Attended,
MATH 100B,Kristin Ballou,DropIn,Freshman,OnCampus,156.77,11/4/2021 12:23,Attended,
MATH 113,Paul Johanson,DropIn,Junior,OnCampus,212.73,11/4/2021 12:16,Attended,
MATH 221C,Melanie Kennelly,DropIn,Junior,OnCampus,169.27,11/4/2021 12:12,Attended,
MATH 113,Paul Johanson,DropIn,Junior,OnCampus,35.05,11/4/2021 12:06,Attended,
MATH 108X,Elaine Wagner,DropIn,Freshman,OnCampus,299.62,11/4/2021 12:03,Attended,
MATH 110X,Heidi Turner,DropIn,Junior,OnCampus,35.58,11/4/2021 12:03,Attended,
MATH 112X,Greg Cameron,DropIn,Sophomore,OnCampus,89.2,11/4/2021 12:03,Attended,
MATH 221C,Melanie Kennelly,DropIn,Sophomore,OnCampus,183.54,11/4/2021 11:57,Attended,
MATH 221A,Steven Zollinger,DropIn,Senior,OnCampus,60,11/4/2021 11:44,Check In,
MATH 101,Elizabeth Crisp,DropIn,Freshman,OnCampus,60,11/4/2021 11:35,Check In,
MATH 108X,Daris Howard,DropIn,Sophomore,OnCampus,59.96,11/4/2021 11:31,Attended,
MATH 215,Greg Cameron,DropIn,Junior,OnCampus,69.26,11/4/2021 11:27,Attended,
MATH 110X,Richard Pieper,DropIn,Sophomore,OnCampus,66.36,11/4/2021 11:26,Attended,
MATH 112X,Elaine Wagner,DropIn,NonMatriculated,OnCampus,63.68,11/4/2021 11:24,Attended,
MATH 100B,Alisha Oldroyd,DropIn,Freshman,OnCampus,60,11/4/2021 11:21,Check In,
MATH 108X,Ryan Warr,DropIn,Freshman,OnCampus,75.34,11/4/2021 11:16,Attended,
MATH 221A,David Stohel,DropIn,Junior,OnCampus,43.9,11/4/2021 11:16,Attended,
MATH 221A,Craig Johnson,DropIn,Sophomore,OnCampus,57.9,11/4/2021 11:07,Attended,
MATH 100B,Alisha Oldroyd,DropIn,Freshman,OnCampus,50.57,11/4/2021 11:06,Attended,
MATH 221B,Brett Amidan,DropIn,Senior,OnCampus,74.64,11/4/2021 11:04,Attended,
MATH 100B,Rachel Hurst,DropIn,Freshman,OnCampus,68.73,11/4/2021 11:00,Attended,
MATH 100B,Alisha Oldroyd,DropIn,Freshman,OnCampus,23.08,11/4/2021 10:57,Attended,
MATH 108X,Sahar Qumsiyeh,DropIn,Freshman,OnCampus,28.71,11/4/2021 10:54,Attended,
MATH 221A,Lawrence Chilton,DropIn,Sophomore,OnCampus,60,11/4/2021 10:53,Attended,
MATH 110X,Richard Pieper,DropIn,Sophomore,OnCampus,73.1,11/4/2021 10:29,Attended,
MATH 108X,Daris Howard,DropIn,Freshman,OnCampus,184.69,11/4/2021 10:28,Attended,
MATH 108X,Carrie Garner,DropIn,Sophomore,OnCampus,20.8,11/4/2021 10:16,Attended,
MATH 100B,Alisha Oldroyd,DropIn,Freshman,OnCampus,166.48,11/4/2021 10:10,Attended,
MATH 100B,Kristin Ballou,DropIn,Freshman,OnCampus,60,11/4/2021 9:36,Check In,
MATH 100B,Cindy Goodwill,DropIn,Freshman,OnCampus,103.35,11/4/2021 9:36,Attended,
MATH 100B,Kristin Ballou,DropIn,Freshman,OnCampus,133.31,11/4/2021 9:33,Attended,
MATH 100B,Kristin Ballou,DropIn,Freshman,OnCampus,13.06,11/4/2021 9:32,Attended,
MATH 100B,Rich Llewellyn,DropIn,Freshman,OnCampus,84.8,11/4/2021 9:28,Attended,
MATH 100B,Alisha Oldroyd,DropIn,Freshman,OnCampus,20.76,11/4/2021 9:18,Attended,
MATH 110X,Richard Pieper,DropIn,Freshman,OnCampus,298.12,11/4/2021 9:09,Attended,
MATH 109,Ben Woodruff,DropIn,Sophomore,OnCampus,53.56,11/4/2021 9:07,Attended,
MATH 109,David Stohel,DropIn,Sophomore,OnCampus,34.69,11/4/2021 8:59,Attended,
MATH 100B,Alisha Oldroyd,DropIn,Freshman,OnCampus,33.09,11/3/2021 20:30,Attended,
MATH 221B,Ryan Cromar,DropIn,Sophomore,OnCampus,60,11/3/2021 20:29,Attended,
MATH 108X,Sandra Balmforth,DropIn,Freshman,OnCampus,60,11/3/2021 20:25,Check In,
MATH 108X,Donald Baldwin,DropIn,Freshman,OnCampus,60,11/3/2021 20:16,Attended,
MATH 221B,Ryan Cromar,DropIn,Sophomore,OnCampus,33.08,11/3/2021 20:13,Attended,
MATH 112X,Matthew Lewis,DropIn,Sophomore,OnCampus,60,11/3/2021 19:42,Attended,
MATH 221A,David Stohel,DropIn,Freshman,OnCampus,25.78,11/3/2021 19:31,Attended,
MATH 108X,Paul Cannon,DropIn,Freshman,OnCampus,0.07,11/3/2021 19:30,Attended,
MATH 108X,Sahar Qumsiyeh,DropIn,Freshman,OnCampus,85.36,11/3/2021 19:28,Attended,
MATH 109,Shane Goodwin,DropIn,Junior,OnCampus,78.5,11/3/2021 19:27,Attended,
MATH 109,Shane Goodwin,DropIn,Freshman,OnCampus,60,11/3/2021 19:25,Attended,
CIT  110,Stefani Cook,DropIn,Junior,OnCampus,60,11/3/2021 19:19,Check In,
MATH 108X,Paul Cannon,DropIn,Freshman,OnCampus,12.2,11/3/2021 19:17,Attended,
MATH 100B,Rachel Hurst,DropIn,Freshman,OnCampus,60,11/3/2021 19:10,Check In,
MATH 108X,Donald Baldwin,DropIn,Freshman,OnCampus,60,11/3/2021 19:09,Check In,
MATH 110X,Richard Pieper,DropIn,Freshman,OnCampus,129.66,11/3/2021 19:00,Attended,
MATH 112X,Elaine Wagner,DropIn,Freshman,OnCampus,69.28,11/3/2021 18:42,Attended,
MATH 108X,Daris Howard,DropIn,Junior,OnCampus,61.6,11/3/2021 18:41,Attended,
MATH 101,Stephan O'Shaughnessy,DropIn,Freshman,OnCampus,36.3,11/3/2021 18:37,Attended,
MATH 110X,Richard Pieper,DropIn,Sophomore,OnCampus,54.73,11/3/2021 18:30,Attended,
MATH 112X,Matthew Lewis,DropIn,Senior,OnCampus,60,11/3/2021 18:28,Attended,
MATH 112X,Elaine Wagner,DropIn,Senior,OnCampus,0.31,11/3/2021 18:27,Attended,
MATH 112X,Katrina Johnson,DropIn,Sophomore,OnCampus,57.14,11/3/2021 18:16,Attended,
MATH 221B,Brent Morring,DropIn,Freshman,OnCampus,60,11/3/2021 18:14,Check In,
MATH 100B,Kristin Ballou,DropIn,Freshman,OnCampus,129.83,11/3/2021 18:13,Attended,
MATH 108X,Donald Baldwin,DropIn,Senior,OnCampus,73.65,11/3/2021 18:10,Attended,
MATH 112X,Matthew Lewis,DropIn,Sophomore,OnCampus,158.44,11/3/2021 18:02,Attended,
MATH 221B,Brett Amidan,DropIn,Freshman,OnCampus,58.51,11/3/2021 17:43,Attended,
MATH 221B,Brett Amidan,DropIn,Sophomore,OnCampus,60,11/3/2021 17:41,Check In,
MATH 221C,Melanie Kennelly,DropIn,Senior,OnCampus,60,11/3/2021 17:38,Check In,
MATH 221B,Ryan Cromar,DropIn,Junior,OnCampus,60,11/3/2021 17:31,Check In,
MATH 221B,Brett Amidan,DropIn,Sophomore,OnCampus,80.7,11/3/2021 17:27,Attended,
MATH 100B,Rachel Hurst,DropIn,Freshman,OnCampus,60,11/3/2021 17:17,Check In,
ECON 151,Martin Ma,DropIn,Senior,OnCampus,60,11/3/2021 17:17,Check In,
MATH 112X,Katrina Johnson,DropIn,Freshman,OnCampus,172.35,11/3/2021 17:16,Attended,
MATH 100B,Rich Llewellyn,DropIn,Freshman,OnCampus,46.33,11/3/2021 17:15,Attended,
MATH 330,Sahar Qumsiyeh,DropIn,Sophomore,OnCampus,60,11/3/2021 17:05,Attended,
MATH 221C,Garrett Saunders,DropIn,Junior,OnCampus,196.47,11/3/2021 16:57,Attended,
MATH 221A,Marcus Gho,DropIn,Sophomore,OnCampus,199.92,11/3/2021 16:52,Attended,
MATH 112X,Elaine Wagner,DropIn,Junior,OnCampus,109.78,11/3/2021 16:47,Attended,
MATH 109,David Stohel,DropIn,Sophomore,OnCampus,60,11/3/2021 16:43,Check In,
MATH 101,Elizabeth Crisp,DropIn,Freshman,OnCampus,72.65,11/3/2021 16:37,Attended,
MATH 112X,Katrina Johnson,DropIn,Freshman,OnCampus,65.01,11/3/2021 16:36,Attended,
MATH 112X,Katrina Johnson,DropIn,Freshman,OnCampus,113.44,11/3/2021 16:33,Attended,
MATH 215,Troy Goodsell,DropIn,Freshman,OnCampus,64.14,11/3/2021 16:29,Attended,
MATH 221A,Craig Johnson,DropIn,Sophomore,OnCampus,49.84,11/3/2021 16:29,Attended,
MATH 112X,Matthew Lewis,DropIn,Freshman,OnCampus,65.84,11/3/2021 16:26,Attended,
MATH 112X,Matthew Lewis,DropIn,Freshman,OnCampus,0.53,11/3/2021 16:26,Attended,
MATH 112X,Matthew Lewis,DropIn,Freshman,OnCampus,0.06,11/3/2021 16:25,Attended,
MATH 112X,Elaine Wagner,DropIn,Senior,OnCampus,122.93,11/3/2021 16:24,Attended,
MATH 108X,Paul Cannon,DropIn,Freshman,OnCampus,54.25,11/3/2021 16:21,Attended,
MATH 112X,Elaine Wagner,DropIn,Sophomore,OnCampus,194.36,11/3/2021 16:14,Attended,
MATH 100B,Rich Llewellyn,DropIn,Freshman,OnCampus,154.06,11/3/2021 16:07,Attended,
MATH 215,Greg Cameron,DropIn,Sophomore,OnCampus,112.78,11/3/2021 16:01,Attended,
MATH 108X,Matt Webb,DropIn,Freshman,OnCampus,90.22,11/3/2021 15:56,Attended,
MATH 221C,Garrett Saunders,DropIn,Sophomore,OnCampus,60,11/3/2021 15:56,Check In,
MATH 221B,Ryan Cromar,DropIn,Junior,OnCampus,60,11/3/2021 15:55,Attended,
MATH 221B,Brent Morring,DropIn,Sophomore,OnCampus,60,11/3/2021 15:52,Check In,
MATH 101,Michael Buhler,DropIn,Freshman,OnCampus,0.48,11/3/2021 15:49,Attended,
MATH 100B,Rich Llewellyn,DropIn,Freshman,OnCampus,23.48,11/3/2021 15:41,Attended,
MATH 100B,Kristin Ballou,DropIn,Freshman,OnCampus,60,11/3/2021 15:37,Attended,
MATH 112X,Greg Cameron,DropIn,Sophomore,OnCampus,29.52,11/3/2021 15:36,Attended,
MATH 221C,Melanie Kennelly,DropIn,Sophomore,OnCampus,238.13,11/3/2021 15:20,Attended,
MATH 112X,Matthew Lewis,DropIn,Junior,OnCampus,28.88,11/3/2021 15:20,Attended,
MATH 101,Stephan O'Shaughnessy,DropIn,Freshman,OnCampus,197.64,11/3/2021 15:19,Attended,
MATH 113,Heidi Turner,DropIn,Sophomore,OnCampus,60,11/3/2021 15:18,Attended,
MATH 110X,Richard Pieper,DropIn,Freshman,OnCampus,162.73,11/3/2021 15:18,Attended,
MATH 112X,Greg Cameron,DropIn,Sophomore,OnCampus,60,11/3/2021 15:18,Attended,
MATH 113,Paul Johanson,DropIn,Junior,OnCampus,104.02,11/3/2021 15:18,Attended,
MATH 113,Heidi Turner,DropIn,Sophomore,OnCampus,107.61,11/3/2021 15:15,Attended,
MATH 100B,Alisha Oldroyd,DropIn,Freshman,OnCampus,60,11/3/2021 15:12,Attended,
MATH 110X,Richard Pieper,DropIn,Sophomore,OnCampus,358.27,11/3/2021 15:11,Attended,
MATH 221C,Melanie Kennelly,DropIn,Junior,OnCampus,239.76,11/3/2021 15:10,Attended,
MATH 215,Troy Goodsell,DropIn,Junior,OnCampus,52.9,11/3/2021 15:09,Attended,
MATH 109,David Stohel,DropIn,Sophomore,OnCampus,60,11/3/2021 15:08,Check In,
MATH 221A,Marcus Gho,DropIn,Sophomore,OnCampus,6.82,11/3/2021 15:07,Attended,
MATH 100B,Carol Ashcraft,DropIn,Freshman,OnCampus,30.46,11/3/2021 15:07,Attended,
MATH 101,Daniel Baird,DropIn,Freshman,OnCampus,73.73,11/3/2021 15:07,Attended,
MATH 100B,Carol Ashcraft,DropIn,Freshman,OnCampus,16.82,11/3/2021 15:06,Attended,
,,DropIn,Freshman,OnCampus,90.86,11/3/2021 15:03,Attended,
MATH 221C,Melanie Kennelly,DropIn,Sophomore,OnCampus,45.9,11/3/2021 14:57,Attended,
MATH 221A,Steven Zollinger,DropIn,Senior,OnCampus,60,11/3/2021 14:44,Attended,
MATH 100B,Rachel Hurst,DropIn,Freshman,OnCampus,34.13,11/3/2021 14:38,Attended,
MATH 100B,Kristin Ballou,DropIn,Freshman,OnCampus,60,11/3/2021 14:37,Attended,
MATH 330,Sahar Qumsiyeh,DropIn,Junior,OnCampus,60,11/3/2021 14:34,Attended,
MATH 101,Michael Buhler,DropIn,Freshman,OnCampus,81.08,11/3/2021 14:28,Attended,
MATH 112X,Katrina Johnson,DropIn,Sophomore,OnCampus,60,11/3/2021 14:14,Attended,
MATH 100B,Alisha Oldroyd,DropIn,Freshman,OnCampus,60,11/3/2021 14:08,Check In,
MATH 110X,Richard Pieper,DropIn,Sophomore,OnCampus,160.09,11/3/2021 14:07,Attended,
MATH 112X,Greg Cameron,DropIn,Sophomore,OnCampus,50.98,11/3/2021 14:07,Attended,
MATH 101,Daniel Baird,DropIn,Freshman,OnCampus,54.43,11/3/2021 14:04,Attended,
MATH 100B,Daniel Baird,DropIn,Freshman,OnCampus,9.82,11/3/2021 13:57,Attended,
MATH 109,Michal Ramos,DropIn,Freshman,OnCampus,149.64,11/3/2021 13:55,Attended,
MATH 221B,Brett Amidan,DropIn,Junior,OnCampus,137.49,11/3/2021 13:52,Attended,
MATH 112X,Katrina Johnson,DropIn,Freshman,OnCampus,0.06,11/3/2021 13:51,Attended,
MATH 101,Polina Ushinsky,DropIn,Sophomore,OnCampus,60,11/3/2021 13:46,Check In,
MATH 100B,Alisha Oldroyd,DropIn,Freshman,OnCampus,46.19,11/3/2021 13:44,Attended,
MATH 100B,Alisha Oldroyd,DropIn,Freshman,OnCampus,60,11/3/2021 13:43,Check In,
MATH 108X,Elaine Wagner,DropIn,Freshman,OnCampus,176.5,11/3/2021 13:43,Attended,
MATH 108X,Matt Webb,DropIn,Freshman,OnCampus,60,11/3/2021 13:43,Attended,
MATH 221B,Brett Amidan,DropIn,Sophomore,OnCampus,16.47,11/3/2021 13:36,Attended,
MATH 108X,Ryan Warr,DropIn,Freshman,OnCampus,132.03,11/3/2021 13:33,Attended,
MATH 100B,Alisa VanOrden,DropIn,Freshman,OnCampus,30.48,11/3/2021 13:25,Attended,
MATH 108X,Daris Howard,DropIn,Freshman,OnCampus,60,11/3/2021 13:25,Check In,
MATH 100B,Alisa VanOrden,DropIn,Freshman,OnCampus,43.97,11/3/2021 13:11,Attended,
MATH 108X,Matt Webb,DropIn,Freshman,OnCampus,39.65,11/3/2021 13:11,Attended,
MATH 108X,Daris Howard,DropIn,Sophomore,OnCampus,60,11/3/2021 13:10,Attended,
MATH 110X,Richard Pieper,DropIn,Freshman,OnCampus,60,11/3/2021 13:10,Attended,
MATH 108X,Matt Webb,DropIn,Freshman,OnCampus,42.93,11/3/2021 12:57,Attended,
MATH 100B,Rich Llewellyn,DropIn,Freshman,OnCampus,64.21,11/3/2021 12:46,Attended,
MATH 221B,Brett Amidan,DropIn,Sophomore,OnCampus,183.12,11/3/2021 12:40,Attended,
MATH 110X,Richard Pieper,DropIn,Sophomore,OnCampus,59.66,11/3/2021 12:39,Attended,
MATH 108X,Carrie Garner,DropIn,Freshman,OnCampus,112.33,11/3/2021 12:37,Attended,
MATH 112X,Katrina Johnson,DropIn,Freshman,OnCampus,393.71,11/3/2021 12:36,Attended,
MATH 221A,David Stohel,DropIn,Freshman,OnCampus,26.56,11/3/2021 12:34,Attended,
MATH 221B,Brent Morring,DropIn,Sophomore,OnCampus,158.16,11/3/2021 12:33,Attended,
MATH 221B,Brett Amidan,DropIn,Junior,OnCampus,60,11/3/2021 12:33,Check In,
MATH 221C,Melanie Kennelly,DropIn,Sophomore,OnCampus,61.2,11/3/2021 12:33,Attended,
MATH 100B,Alisha Oldroyd,DropIn,Freshman,OnCampus,5.62,11/3/2021 12:28,Attended,
MATH 112X,Katrina Johnson,DropIn,Sophomore,OnCampus,164.02,11/3/2021 12:23,Attended,
MATH 108X,Daris Howard,DropIn,Freshman,OnCampus,60,11/3/2021 12:23,Attended,
MATH 110X,Richard Pieper,DropIn,Freshman,OnCampus,51.89,11/3/2021 12:10,Attended,
MATH 108X,Daris Howard,DropIn,Sophomore,OnCampus,40.48,11/3/2021 12:05,Attended,
MATH 221B,Brett Amidan,DropIn,Junior,OnCampus,29.54,11/3/2021 12:03,Attended,
MATH 100B,Alisha Oldroyd,DropIn,Sophomore,OnCampus,74.5,11/3/2021 11:56,Attended,
MATH 221C,Melanie Kennelly,DropIn,Sophomore,OnCampus,59.32,11/3/2021 11:32,Attended,
MATH 221A,Marcus Gho,DropIn,Freshman,OnCampus,53.62,11/3/2021 11:31,Attended,
MATH 100B,Stephan O'Shaughnessy,DropIn,Senior,OnCampus,36.12,11/3/2021 11:30,Attended,
MATH 108X,Kent Bessey,DropIn,Freshman,OnCampus,56.53,11/3/2021 11:29,Attended,
MATH 112X,Katrina Johnson,DropIn,Freshman,OnCampus,142.06,11/3/2021 11:29,Attended,
MATH 112X,Katrina Johnson,DropIn,Freshman,OnCampus,57.71,11/3/2021 11:28,Attended,
MATH 112X,Katrina Johnson,DropIn,Sophomore,OnCampus,74.47,11/3/2021 11:26,Attended,
MATH 110X,Richard Pieper,DropIn,Sophomore,OnCampus,68.8,11/3/2021 11:24,Attended,
MATH 221C,Garrett Saunders,DropIn,Freshman,OnCampus,253.27,11/3/2021 11:24,Attended,
MATH 221B,Ryan Cromar,DropIn,Sophomore,OnCampus,43.91,11/3/2021 11:24,Attended,
MATH 112X,Elaine Wagner,DropIn,NonMatriculated,OnCampus,59.58,11/3/2021 11:23,Attended,
MATH 221C,Melanie Kennelly,DropIn,Junior,OnCampus,56.42,11/3/2021 11:21,Attended,
MATH 108X,Kent Bessey,DropIn,Freshman,OnCampus,74.2,11/3/2021 11:19,Attended,
MATH 112X,Katrina Johnson,DropIn,Freshman,OnCampus,153.19,11/3/2021 11:18,Attended,
MATH 112X,Matthew Lewis,DropIn,Freshman,OnCampus,318.5,11/3/2021 11:17,Attended,
MATH 100B,Kristin Ballou,DropIn,Freshman,OnCampus,27.77,11/3/2021 11:17,Attended,
MATH 101,Elizabeth Crisp,DropIn,Freshman,OnCampus,60,11/3/2021 11:16,Attended,
MATH 101,Daniel Baird,DropIn,Freshman,OnCampus,77.55,11/3/2021 11:15,Attended,
MATH 112X,Matthew Lewis,DropIn,Sophomore,OnCampus,83.3,11/3/2021 11:09,Attended,
MATH 108X,Elaine Wagner,DropIn,Sophomore,OnCampus,27.37,11/3/2021 10:53,Attended,
MATH 100B,Alisha Oldroyd,DropIn,Sophomore,OnCampus,60,11/3/2021 10:41,Attended,
